评论,评分
估计是第一个晒单的吧？,3
第一次用vivo的牌子，收到货时，已经没有什么电了，先拍个照和视频，待使用后追加评论。外观很不错的，迫不及待就先拍视频和照片，感觉不错非常好，蔡司镜头真的不是吹的，等充满电使用后再来评吧。京东自营的产品，都是第一时间好评，值得信赖的！,5
老婆很喜欢，深蓝素皮防滑手感不错，蔡司加持拍照提升很明显，尤其人像超清，中度使用浏览网页无视频播放，担心的火龙888发烫倒不明显，下班电量还剩20%，基本满足一天需求。,5
评论,评分
使用一段时间后才来评价的，首先是外观非常漂亮，用起来速度也非常快，没有丝毫卡顿，特地买的256G的，以后再也不用担心存储容量不够了，最后就是充电非常快，好大一个充电器，一会就充满了。,5
互传数据很快，又简单，拍照功能可达到单反效果，系统刚用很流畅???,5
vivo 品牌保证品质一流，\n流畅性强??，用的舒服。\n系统扁平化 ，体验轻爽，\n轻薄的设计，高端大气。\n双主摄像头顶级体验，微云台功能强大，\n支持支持国货精品！,5
外形外观：超大杯但是非常轻薄，素皮很有质感，最好看的后摄啦\n\n拍照效果：几颗摄像头都非常给力，没有凑数的摄像头，色彩非常可，不过分艳丽又很舒服\n\n运行速度：originOS满满的新鲜感，细节很多，流畅稳定\n\n价位实惠，做工好，拍照非常好 支持vivo！,5
期盼已久的手机终于到啦！外观很漂亮，试拍了几张，效果很满意。买这个手机主要是看重他的拍照，能随时随地给孩子拍出美丽的照片。由于刚刚收到，其他功能有待进一步测试。现在机器充电中。,5
外形外观：颜值安卓顶级\n\n屏幕音效：屏幕很好，效果不比那些2k屏差\n\n拍照效果：顶级水平了，超过ip12\n运行速度：888绝对流畅\n\n待机时间：没开5g，一天一冲,5
妈妈喜欢拍照，这次618果断入手X60 Pro+超大杯。用了几天，拍照果然不是盖的，妈妈喜欢得爱不释手。以后出去游玩，再也不用背着笨重的ipad啦。,5
首先物流很快，外观美观大方，做工精细，尤其是霸气十足的摄像头部分，后盖橙色的磨砂皮手感很好，运行流畅，曲面屏角度很舒服，非常喜欢。,5
手机非常不错，屏幕调色比较好，不过第一次用曲屏的手机，要小心翼翼\n还有就是拍照录像真不错，前几天去大剧院看演出录了一段视频，画面非常清晰，值得点赞,5
第一次买vivo手机，到目前为止使用很流畅，手感很好，质感不错，看起来显得很高档，屏幕无论色彩一还是亮度都很好，看起来很舒服，摄像头清晰度和色彩很好，响应快，配备充电器和耳机，唯一不足的是单扬声器，外放显得单薄，插上耳机还是不错的，京东自营品质保证，物流配送也一如既往的好，还送了无线耳机，各方面都很均衡，总体好评！,5
评论,评分
此次618活动正值换手机，比较对比了几个旗舰级的品牌机，最终选择了vivo！我基本不玩游戏，注重拍照功能！入手十几天再来评价，应该是更能反映使用者的感受吧。果然vivo没让我失望！外观、手感都是不错的，系统也流畅，充电超快！主要还是摄影方面，镜头、功能齐全，5x变焦拍的照片也是相当的清晰，超过了我的预期！棒棒滴！,5
外形外观：外观大气，蓝皮质，拿在手上手感真棒，真的是一分价钱一分货，值得购买，\n屏幕音效：屏幕支持120高刷新率非常流畅，三星高清屏幕，没让我失望值。\n拍照效果：蔡司贴膜镜头，4800W和5000W主摄像头，60变焦望远镜，还有云台防抖真给力。\n运行速度：运行速度没得说，非常流畅，有指纹解锁，还有面部解锁，还有图案解锁。\n待机时间：4500ma大电池，够我用了，也用着也没见发热。,5
外形外观：外观不错  手感拿着舒服\n屏幕音效：屏幕效果堪称完美一流\n拍照效果：效果极佳  照片像素高清完美\n运行速度：运行速度速度  玩游戏行云流水\n待机时间：刚拿新手  就来评价  后期再添加  不过4000的大电池够使用了\n其他特色：冲动方面比较快55W快冲大概40分钟冲满,5
这款手机外观好看，手感和厚度都不错，屏幕显示清晰色彩浓郁，最重要的是拍照很强！续航有待进一步观察，总之刚拿到手很满意！,5
这款手机高端大器，音质很好，内存很大，上网速度很流畅，拍照很清晰！,5
下单后，隔天就送到了，送货很快。收到后外观看上去不错，手感很好。特别在开机安装软件时，自动跳出了将旧手机有用信息导入新手机的提示和信息导入功能，大大方便了新手机的安装。使新手机立马就可以用了，非常方便。\n         拍照功能简单试了一下，出来的照片初看还不错，但就是没有找到照片的RAW输出格式设置。作为定位专业的拍照相机，应该要有能输出RAW格式的照片。,5
刚好趁618活动期间入手了一台vivo X60 Pro+，初体验真的很赞。超感光微云台双主摄+蔡司联合影像系统，基本上就是随手拍都很好看的程度，还有蔡司Biotar人像风格，拍人像简直一绝，拍出来有种大片的感觉。vivo X60 Pro+作为顶级旗舰，性能铁三角:骁龙888+LPDDR5+UFS3.1，性能实力自不必说，4200毫安电池续航有些焦虑，但是55w快充1个小时可充满电池，长期使用会有发热，反正在我使用这一段时间里，体验还是很不错的,5
目前为止，最喜欢的一部手机，专门为照相而生。焦段全、画质清晰、色彩艳丽，即拍即用，无需P图，绝对是喜欢拍照人士的心头好！,5
一直都在用vivo，关注这款手机很久了，终于在活动期间下手了，拍照功能强大的没的说，手感也很不错，素皮后壳上手真的舒服，手机的运行相当的流畅，画面清晰度非常好，音质也不错，就是各个方面都好就对了，好完美！,5
除了耗电量是真的快和发烫整体性能还可以,3
评论,评分
拍照效果：拍照效果很好 运行速度：很快 显示效果：很好 显示效果。,5
手机非常好，在2021年期间，手机里显得格外轻薄，拍照十分给力，比我小米11u 强多了，这个安卓之光很尴尬呀。不玩游戏的话，骁龙888的手机里里发热还算可以。续航中规中矩，不算很优秀，但是也不拉胯。买来就是给妈妈拍照用的，她很喜欢,5
非常nice啊，手感很好，外观辨识度高，不得不说pro+的拍照确实牛，清晰，色感超好，而且界面非常直观，简单易用。注重拍照，选择这款手机，一定会完美它的。其它如55w快充，续航，高刷等都是锦上添花的了。,5
刚好赶上618搞活动。交了500，然后18号的时候又降了200，刚好跟客服沟通，然后补了我差价，太感谢了。手机外观特别好看，还有颜色。这个橙色的是颜色特别漂亮。手机的质感也特别的好。相机的照相功能特别的强大，买的时候就是那这个手机的像素强大。,5
非常不错的手机，一直在用vivo的手机，这款手机非常好用，处理器是最新最强的骁龙888.再配合最新的系统，运行飞快，爱不释手，还有120的刷新率非常的顺滑，玩游戏就是溜。照相视频有微云台加大底摄像头，出门可以丢掉照相机啦，还有快速充电，简直完美极了，强烈推荐，好评！,5
买来送给老婆的 她很喜欢橘色 这款手机真的超级赞   拍照好看 外观设计漂亮 老婆很喜欢 速度很快,5
Vivo手机是京东商城销售的国际名牌优质产品，此次60pro＋在618活动中优惠幅度大，质量好，外观漂亮，料质地好，做工精细，使用舒适，样式新颖好看。手机开关机及触屏操作反应快无卡顿，充电极快，屏幕视觉色彩好超高清。该产品十分适合抗疫期间广大医护工作者上下班工作和休闲时使用，受到大家喜爱。\n京东快递员服务态度好，热情周到，送货速度快，外包装完好无损！?赞一个！,5
因为要出门旅游，想着入手一款拍照效果好的手机，比较之后，终于入手了Vivo x60 pro+，拿在手里感觉很好，经典橙颜值非常不错，大小也合适，拍照效果也很令人满意，出门旅游拍的照片团友都说好，有好几位团友都说回去就换手机呢。要想用手机拍出好照片，选这款手机没错的,5
619买的，竟然比618还便宜。虽然是x60t，据说比x60人像头要缩水，不过好像把原来的硬壳保护套升级为软套，这样更舒服了，手感非常棒，不愧是超大杯，质感棒棒的。,5
vivo x60pro+拍照很好看，618第一天4599入手，太香了，12+256版本，已经卖光了哈哈。\n\n拍人，拍景，拍美食都非常好。性能强，充电55w也挺快的。屏幕不是2k能接受。拍照影响旗舰，喜欢拍照的就买这个。很喜欢，手感也很高，颜值也好看。,5
评论,评分
买来一部VIVO旗舰手机，现在各种型号手机看不过来，不知道选什么了，所以就买旗舰机准没错，配置高使用易上手，功能强大，照相蔡司品牌加持，微云台防抖，真的很稳。,5
外形外观：素皮材质很棒\n屏幕音效：单扬声器，影响游戏体验\n拍照效果：一等一\n运行速度：骁龙888不用多说\n待机时间：不长\n其他特色：手感圆滑细腻，非常适合不带手机壳,5
手机手感很好，屏幕的清晰我原来的苹果XR无法比，运行非常流畅，相机更是无可挑剔,5
这款总体还是很不错的，各项配置直接拉满，该有的都有了，12加256的内存够我用个四五年了，挺满意的。,5
第一次购买VIVO产品。第一，做工果然很棒，没有任何问题。第二，系统流畅，拍照顶级。第三，机子同比华为mate40系列，发热略微偏大，耗电快一些。但爸爸很喜欢，满意就足够了。,5
喜欢很久了，今天下单了，也是看极挑才决定入手的，尤其是蔡司镜头更加吸引我的注意力！确实爱了爱了，,5
上手了，拍照超清晰，第一次用高像数的手机，超广角，微云台，有待慢慢琢磨研究，提高自己的拍照水平。运行速度特快，一次不二的选择,5
刚收到货使用了一会，系统很流畅，最新的骁龙888，照相很不错，蔡司的镜头，续航看后续适用。,5
终于收到了vivo的超大杯，包装真的很用心了，质感很好，手机的深蓝色素皮很低调，很深邃，屏幕用的是中置挖孔，拍照真的是这个机型主打的，蔡司+T*镀膜，真的是拍照手机，缺点就是单扬声器了,5
外形外观：外形外观：完美 \n屏幕音效：清晰\n拍照效果：超级棒\n运行速度：运行速度：快 \n待机时间：可以\n其他特色：期待最好,5
评论,评分
手机是挺好的，就是刚买了一个月，降价了500，挺爽的,3
拍照效果：很强大，放大到60倍仍然清晰\n运行速度：快。毕竟是高通888\n屏幕音效：很好\n外形外观：超赞\n待机时间：相对短板，但可接受,5
外形外观：非常好看，素皮手感也非常\n屏幕音效：屏幕不错，音质因为单扬声器的原因不是很理想\n拍照效果：拍照特别牛，太爱人像了\n运行速度：不卡\n待机时间：一天两充吧,5
原来的手机坏了，选了很久，千挑万选下决定买Vivo X60 pro+！618优惠时出手拿下心仪已久的X60 pro+。\n外观好看，深海蓝特别适合男士，皮质后盖很有质感，金属四边很高档。开机后运行速度很快，没有停滞感。最喜欢的是蔡司镜头和影像系统，超广角，长焦，夜景都非常出色，大爱该机！,5
外形外观：曲面屏在日常使用的情况下是非常舒适。看着也漂亮。\n屏幕音效：屏幕清晰音效完美。这个价位还要啥自行车。?\n拍照效果：符合心中的预期，特别是准备婴儿和两岁的儿童也优化了美颜效果。,5
手机非常棒，拍照真的好。看宣传挺好的，才来买，可惜x60pro+没货，就买了t，也挺好的。期待能给我一个好的体验，耳机?也很棒！美滋滋！,5
总体来说还不错，拍照非常6，手感是真的好，用起来很舒服，续航能力真的跟网上说的一样，掉电很快，基本上四五十分钟充满，百分百没到一分钟就99了，除了续航还没发现其他不足之处。,5
终于拿到我想要的ViVoX60Pro＋手机了，超大的运行内存和8核5G手机，接近3.0处理器，机身内存256G用也用不完，手机速度不输苹果的，曲届屏好看又实用，给五星级,5
个人最喜欢的手机，没有之一！2021上半年的真拍照旗舰，焦段齐全，防抖出色，画面艳丽，色彩动人，一不小心就会让你爱上拍照的感觉！,5
手感非常轻薄，素皮材质很有质感，骁龙888打游戏非常不错。最重要的照相，蔡司的镀膜技术，不是浪得虚名，对光线的处理，从夜景照片看的很清楚，卡片相机都可以扔了。接上耳机，音效杠杠的，55W快充其实也很快，比*为的66W快多了。没有短板，不愧为旗舰机。,5
评论,评分
看极限挑战被种草，立刻买了这款手机，话说这款手机的颜值是真的高，背面是素皮材质的，像素也是杠杠的，最重要是有微云台防抖，拍照的时候怎么抖照片都是清晰的，卡尔蔡司标志显眼，国产的手机越来越好了，大爱。,5
老婆专用！京东自营！值得推荐！\n老婆上个手机好像是vivo xplay6，就是那个曲面屏的！\n用了3年多，还是很经用的，不过岁数确实大了，该换新了。这款 颜值和品质 都过硬的手机成了老婆的首选！下手吧，购物的乐趣不就在于买个自己喜欢！\n\n用了很久才评的，速度很快，拍照清晰，美颜什么的都有！总之，值这个价！,5
6K多的手机居然不能无线充电！,5
经典橙色搭配高档素皮材质手感非常舒服，超大杯拍照天花板级别，24期免息,5
第一次用v0vi手机，也是第一次品味，手机做工精美，运行速度很快，而且音效特别棒。拍照那叫一个稳。,5
四千六还要啥自行车啊。而且真的是目前拍照最好的手机了（我认为）。888处理器发热费电是肯定的。但是优惠这么大，也可以了。希望下半年或者明年的旗舰机能告别火龙。拍照无论是玩儿法还是质量，都非常好。,5
外形外观：好看喜欢\n屏幕音效：单扬声器有HiFi，屏幕音效听歌音质也是很棒的\n拍照效果：试了一下非常棒\n运行速度：快\n待机时间：一天一充\n其他特色：正在发掘中...,5
外形外观：外观非常的漂亮时尚\n屏幕音效：屏幕非常的清晰，120Hz的高刷屏非常出色，音效超级棒，很喜欢\n拍照效果：拍照效果一流，非常完美\n运行速度：运行速度很快，搭载骁龙888处理器，能畅快玩大型游戏\n待机时间：待机时间长\n其他特色：非常棒的手机，颜值与实力兼具，很强,5
从苹果系统转来的，本来还担心会不适应，但vivo的系统非常好用，很有新鲜感。再加上拍照效果的加持，整体体验非常好！,5
好，非常好，照相给力，反应速度迅速，不卡顿！颜值高，不笨重，非常好，非常满意！！！,5
评论,评分
手感确实非常棒，外观显著，拍照牛牛牛，电量续航我觉得很好，不玩游戏单纯上网，聊天，看视频可以坚持一天，这都是体验后的结论。充电着实快，非常好，,5
X60pro+ 非常惊艳的一款旗舰手机，活动期间性价比真的是超级赞，给家人买的，888的cpu配合高刷新率速度很快，正在使用中，箱子不错，等使用一阵过后再来补评,5
拍照绝对能打，适合我这种喜欢拍照的，由于不玩游戏，也没有感觉到发热，充电半小时多些充满，足够了，外观好看大气，非常喜欢!,5
已经很多年没有用VIVO的手机了，记得第一次用还是在上大学的时候。今年想换一个5G手机，看了又看，都不是太满意。VIVO X60pro+一发布，就瞬间被它精美的机身，轻薄的外观，还有素皮后壳深深吸引，真的太好看了！完美的快充技术，强大的拍照效果，强悍的处理器，精美的界面，简直不要太喜欢！,5
外形外观：很好看，后盖手感很好\n拍照效果：拍照解析度不错，边缘画质也OK，不愧是蔡司调校，有防抖加持拍视频也不错\n运行速度：骁龙888性能很强，用个四年没问题,5
颜色亮丽非常满意，使用流畅，不卡顿，机身目前没有明显发热。相机稳定器效果非常的好，画面非常稳定，不会乱晃。目前使用上非常的满意，性价比很高。,5
用了几年的苹果手机退役，正好赶上X60Pro+发布，5000-6000元的心理价位，依次对比过多款旗舰手机，遴选起来确实眼花缭乱。结合自己的短视频需求，X60系列独树一帜的电子微云台及防抖功能放射出更加耀眼的光芒。如果仅仅是拍照，有了蔡司的加持，直出效果自然是完全不在话下。视频录制过程中也是得心应手，尤其开启超级防抖后，媲美专业手持云台的效果，拍视频是真的香。\n续航方面有55W的快充，即便用到自然关机，重新充满也仅需50分钟左右，实测充满一次的电量足够应付一天的重度拍摄。其他方面，就不再赘述了。\n摄影手机里的第一梯队水准，当之无愧。,5
外形外观：做工很棒，皮质后盖上手舒适。\n屏幕音效：屏幕色彩很正，调艳丽模式很好。\n拍照效果：正在摸索，冲着蔡司加持而买。有镜头包选择，人性化。\n运行速度：运行速度很快，顺滑。\n待机时间：正在试用中。,5
x60pro+关注好久了，这次大促降价性价比超高，系统非常好用流程，硬件配置高，超高像素拍照清晰配备微云台防抖拍摄效果很好，旗舰机的配置，颜值高，握持感俱佳,5
外形外观：沉稳大气。\n屏幕音效：息屏彩灯称赞。\n拍照效果：拍照旗舰没得说，云台拍视频拍照防抖超强。\n运行速度：骁龙888目前最快的处理器。\n待机时间：从手机到手的第一天我充满电，现在已经用了4天，之前还有45%的电。,5
评论,评分
买给老婆的生日礼物，收到后她很喜欢，拍照效果很好，运行速度也很快，不卡顿，上手手感不错。总的来说挺好的，希望后续一样好。,5
在京东商城蹲守了多日，一直没见到橙色，最后下单了深蓝色。感觉虽然T版后发，但是配置有退步就没考虑。手机上手效果很棒，拍照确实很强悍，除了单扬声器和没有无线充，总体来说很满意。物流很快，隔日达，配送速度快。,5
一早就迫不及待去京东配送站自提的手机，拿到手机就在车里拆开按卡，激活，一套走下来拍了一些照片。上手感觉手机很轻，手感不错，流畅度很好屏幕看着也很舒服，拍照清晰这是最大的特点，试拍了两张静态照片。振动马达也很噻嘎。该有的都有。后期使用在做详细评价,5
外形外观：好看\n屏幕音效：不错\n拍照效果：清晰夜拍厉害\n运行速度：非常快\n待机时间：一天应该问题不大\n其他特色：比较轻便轻，无压力,5
手机感觉挺好的，手感好，系统新颖，好看。拍照功能也很强大，人像模式还有教人摆姿势。赞。,5
第一次用这个牌子，外形好看，运行速度快，拍照也很棒，一天一充，可以接受。,5
上手真心惊艳！屏幕设计讨巧，拍照还原度很高！人像摄影远景近景都不错！防抖效果也很专业！比心理预期要高！运行不卡顿！切换流畅！就是电跑的快点！可以接受！毕竟充电速度也很神速！不玩游戏的话手机长时间待机稍微有点烫！可接受！值得推荐！期待晚上夜景拍摄效果。,5
外形外观：还不错，手感很舒服。\n屏幕音效：音质很好耶，看电视，听音乐都很舒畅，跟电视声音似的，很棒的体验感。\n运行速度也很不错，内存也够用，\n但是耗电量也有点快哦，而且充电的时候手机容易发热，如果充电的时候用手机就会发烫。\n还送了个耳机和手机卡。,5
外观非常棒，做工精细，手感超级爽。高大上，比起OPPO Reno5 Pro+高出不止几个档次，据说拍照是旗舰机的第一梯队，，非常强悍！,5
橙色的裸机真的很漂亮，手感也很好，屏幕太喜欢了，够大，我感觉超级适合女孩子，这个屏幕尺寸刚好好，就是不知道安什么手机壳了，感觉就裸机是最好看的哈哈哈哈哈哈哈哈哈哈哈哈好，很不错，很喜欢,5
评论,评分
vivo的粉丝，趁618活动入手x60pro+，手机做工非常精致，设计感很强，试用几天了，运行流畅，也没有严重的发热情况，拍照效果确实很赞，真不是吹的，很满意很满意,5
外观很漂亮，屏幕反应也快，音效杠杠的，不得不说的是防抖效果是真的好，对着物体边摇手机边拍照，照出来还是很清晰。运行速度也好快，12+3的运行速度是超级快，这是我用过的最好用的手机了，另外送的耳机音效也很棒。,5
vivox60系列上市来一直关注，这次终于下定决心入手vivox60pro+了，新机今天上午一到手，开箱眼前一亮，真机比图片中要漂亮，做工精细，手感很好，屏显细腻，配置就不用说了， 骁龙888，12+3+256，不用担心空间不够用了，我不玩游戏，喜欢拍照，试拍了几张，蔡司镜头效果杠杠的，出去玩可以尽情的发挥了。,5
送货快服务好，外观漂亮，配置高端，旗舰影音体会中。\n外形外观：曲面屏\n屏幕音效：效果好\n拍照效果：体验中\n运行速度：很好\n待机时间：够用\n其他特色：目前市场上拍照手机一流,5
拍照效果：拍照真的很绝，这点没毛病，电池也可以，充电很快，音质不错，显示屏也很好，确实有点发热，但手机基本都发热，不影响使用。运行速度很快，不卡，这个价位很好了！,5
vivo x系列上市来一直关注，上部手机也是vivo x系列的，做工很细致，手感很好，玩游戏也不卡顿，拍照效果很棒&hellip;&hellip;,5
优点：按个人感觉来说，这台x60pp已经是目前所有在售的拍照手机里面拍照能力最强悍的手机了，在焦段超广角至人像50mm范围内，成像素质高度可用，色彩控制很好！几乎可以替代掉我以前使用的单反习惯了，以往安卓那种傻锐油画现象大为减轻，人像拍摄更是这套镜头系统精髓，拍女孩子非常好看，有佳能那种味道了。直出可用度目前最高。，\n  骁龙888，ufs3.1，3200速率的ddr5内存，这三件套安卓能用的最高端，日常中轻度使用无过热现象，888限制的很好！\n  重量191g，还不错。素皮后盖很好。\n  系统已经追赶上来了，拖其他友商以及自身强发展，目前感觉originos已经很不错，属于第一梯队了。\n\n缺点：这台骁龙888中轻度还行，高帧率重负载玩你懂的，重度游戏不行。\n    素皮散热拉后腿。\n     没双扬声器，这价位没双杨的就这台吧。没有无线充电，三星e3屏幕，电池只有4200毫安时。\n 总结：如果你完完全全只要求拍照很好的手机，性能还能凑合着用的话，那这台手机完完全全就是你目前能选的，最能拍照手机。,5
用了半个月来认真评价。外观正面居中挖孔屏、背面橙色素皮和云阶摄像模组都是我喜欢的设计，辨识度也有了。最重头的拍照部分有vivo对色彩一贯出色的调教以及微云台和蔡司的加持，拍摄人物和风景照片直出可用率极高，合成速度也比较快，远景和动态物体成像一般，值得表扬的还有逆光场景，t星镀膜防炫光能力对比同事的某为某米旗舰机都强很多。originOS用起来还算顺手，我觉得各家大厂ui差别不大。性能方面都说骁龙888容易烫手，我很少玩游戏就觉得还行，刷刷微博之类的温度在40度左右，运行也算流畅，刷天喵倒是经常出现卡顿打不开的情况(怀疑是**软件自己的问题)。续航中度使用维持一个白天，快充55w30多min充满我已经很满意了，我之前用的22w某星手机3个小时才能充满怕了怕了。总体是一款优秀的手机，喜欢拍照非游戏和外放重度使用者值得买，以及更期待x70pro+的发布了。,5
外形外观：经典橙色配合高档素皮材质，让手机显得很高档。握在手上，用手触摸都非常舒服，不像传统玻璃和金属，塑料那样，而是更多一份温度感。\n屏幕音效：和60pro一样采用6.5英寸AMOLED居中打孔屏，毫无意外是钻石排列，2376*1080分辨率、120Hz高刷、240Hz触控采用率、P3广色域以及HDR10等旗舰机该有的都有。同时加入了峰值达1300nit的阳光屏，户外阳光直射下使用依然非常清晰。\n拍照效果：拍照系统是主要区别于x60pro的升级，vivo X60 Pro+采用的双主摄:索尼IMX598的4800w像素超广角+三星GN1的5000万像素主摄。非常的好的兼顾拍摄画面稳定和广角拍摄成像清晰度不高问题。同时后置800万像素潜望摄像头支持5倍光学，60倍数字强大变焦。\n运行速度：x60proplus采用骁龙888高通旗舰处理器，5**制程工艺，并且是首次采用ARM Cortex X1超大内核，CPU主频最高2.84Ghz，Adreno 660 GPU模块，安兔兔高达710000+ 分数，毫无疑问安卓手机顶尖水准。\n其他特色：全新OriginOS操作系统，新的系统UI采用类似华容网格设计，更多的大图标以及扁平化，视觉观感更加直接且简洁。,5
包装非常好，快递也很快。也是vivo粉了，所以618就下手新款了，优点是手机速度快很多，操作也觉得更人性化了，轻便，手机大小刚好一个手能操作，比之前的好，拍照非常不错，很清晰，远处的景色也能拍得可以。自带的美颜相机也能自拍。,5
耗电太快，硬伤！！！,5
产品很不错，可惜我使用时候发现摇晃有声音，就选择换货了，服务过程体验比起~那简直是好上10倍，京东的产品值得放心购买，服务水平太高了，必须给十个赞。,4
用了十多天了，非常棒,5
体验感非常差，刚买来一个月。网络动不动自己断网，手机通话也有问题，打电话打不进来，偶尔可以打进来，太差了，我也是无语了，还会继续投诉的，客服也特差&hellip;没有一点服务意识,1
外形外观：稳重大气上档次的。。屏幕音效：曲面屏，显示效果还可以吧，毕竟在今年没有2K屏拍照效果：拍照效果很好了，尤其是夜景。。运行速度：骁龙888速度不用怀疑。待机时间：待机时间一般，不玩游戏勉强能坚持一天。其他特色：火龙888名副其实，刷个~都烫手，充电屏幕发热有点高，今年冬天手机暖手宝稳了。。。,5
目前用的还可以，冲着摄像头开来的,5
此用户未及时填写评价内容,1
没怎么使用，因为我有很多手机，然而没想到这个充电线质量居然这么差，你们没有弯折实验吗，华为的我用过四个手机这么多年了，没有一个线像这样，线材特别硬，可能是里面的金属丝比较粗的原因，应该对这个断掉的部位进行加固，联系客服说这个部位是不保障的！质量太次了！,5
手机用起来没有问题 拍照这些也很好唯一有点遗憾的就是不知道70会那么快出 才买没多少时间就出了,5
手机很不错，摄影系统很强大，很适合喜欢拍照的使用。系统和处理器也很流畅，总体感觉很好！,5
使用一段时间后才来评价的，首先是外观非常漂亮，用起来速度也非常快，没有丝毫卡顿，特地买的256G的，以后再也不用担心存储容量不够了，最后就是充电非常快，好大一个充电器，一会就充满了。,5
互传数据很快，又简单，拍照功能可达到单反效果，系统刚用很流畅???,5
vivo 品牌保证品质一流，\n流畅性强??，用的舒服。\n系统扁平化 ，体验轻爽，\n轻薄的设计，高端大气。\n双主摄像头顶级体验，微云台功能强大，\n支持支持国货精品！,5
外形外观：超大杯但是非常轻薄，素皮很有质感，最好看的后摄啦\n\n拍照效果：几颗摄像头都非常给力，没有凑数的摄像头，色彩非常可，不过分艳丽又很舒服\n\n运行速度：originOS满满的新鲜感，细节很多，流畅稳定\n\n价位实惠，做工好，拍照非常好 支持vivo！,5
期盼已久的手机终于到啦！外观很漂亮，试拍了几张，效果很满意。买这个手机主要是看重他的拍照，能随时随地给孩子拍出美丽的照片。由于刚刚收到，其他功能有待进一步测试。现在机器充电中。,5
外形外观：颜值安卓顶级\n\n屏幕音效：屏幕很好，效果不比那些2k屏差\n\n拍照效果：顶级水平了，超过ip12\n运行速度：888绝对流畅\n\n待机时间：没开5g，一天一冲,5
妈妈喜欢拍照，这次618果断入手X60 Pro+超大杯。用了几天，拍照果然不是盖的，妈妈喜欢得爱不释手。以后出去游玩，再也不用背着笨重的ipad啦。,5
首先物流很快，外观美观大方，做工精细，尤其是霸气十足的摄像头部分，后盖橙色的磨砂皮手感很好，运行流畅，曲面屏角度很舒服，非常喜欢。,5
手机非常不错，屏幕调色比较好，不过第一次用曲屏的手机，要小心翼翼\n还有就是拍照录像真不错，前几天去大剧院看演出录了一段视频，画面非常清晰，值得点赞,5
第一次买vivo手机，到目前为止使用很流畅，手感很好，质感不错，看起来显得很高档，屏幕无论色彩一还是亮度都很好，看起来很舒服，摄像头清晰度和色彩很好，响应快，配备充电器和耳机，唯一不足的是单扬声器，外放显得单薄，插上耳机还是不错的，京东自营品质保证，物流配送也一如既往的好，还送了无线耳机，各方面都很均衡，总体好评！,5
此次618活动正值换手机，比较对比了几个旗舰级的品牌机，最终选择了vivo！我基本不玩游戏，注重拍照功能！入手十几天再来评价，应该是更能反映使用者的感受吧。果然vivo没让我失望！外观、手感都是不错的，系统也流畅，充电超快！主要还是摄影方面，镜头、功能齐全，5x变焦拍的照片也是相当的清晰，超过了我的预期！棒棒滴！,5
外形外观：外观大气，蓝皮质，拿在手上手感真棒，真的是一分价钱一分货，值得购买，\n屏幕音效：屏幕支持120高刷新率非常流畅，三星高清屏幕，没让我失望值。\n拍照效果：蔡司贴膜镜头，4800W和5000W主摄像头，60变焦望远镜，还有云台防抖真给力。\n运行速度：运行速度没得说，非常流畅，有指纹解锁，还有面部解锁，还有图案解锁。\n待机时间：4500ma大电池，够我用了，也用着也没见发热。,5
外形外观：外观不错  手感拿着舒服\n屏幕音效：屏幕效果堪称完美一流\n拍照效果：效果极佳  照片像素高清完美\n运行速度：运行速度速度  玩游戏行云流水\n待机时间：刚拿新手  就来评价  后期再添加  不过4000的大电池够使用了\n其他特色：冲动方面比较快55W快冲大概40分钟冲满,5
这款手机外观好看，手感和厚度都不错，屏幕显示清晰色彩浓郁，最重要的是拍照很强！续航有待进一步观察，总之刚拿到手很满意！,5
这款手机高端大器，音质很好，内存很大，上网速度很流畅，拍照很清晰！,5
下单后，隔天就送到了，送货很快。收到后外观看上去不错，手感很好。特别在开机安装软件时，自动跳出了将旧手机有用信息导入新手机的提示和信息导入功能，大大方便了新手机的安装。使新手机立马就可以用了，非常方便。\n         拍照功能简单试了一下，出来的照片初看还不错，但就是没有找到照片的RAW输出格式设置。作为定位专业的拍照相机，应该要有能输出RAW格式的照片。,5
刚好趁618活动期间入手了一台vivo X60 Pro+，初体验真的很赞。超感光微云台双主摄+蔡司联合影像系统，基本上就是随手拍都很好看的程度，还有蔡司Biotar人像风格，拍人像简直一绝，拍出来有种大片的感觉。vivo X60 Pro+作为顶级旗舰，性能铁三角:骁龙888+LPDDR5+UFS3.1，性能实力自不必说，4200毫安电池续航有些焦虑，但是55w快充1个小时可充满电池，长期使用会有发热，反正在我使用这一段时间里，体验还是很不错的,5
目前为止，最喜欢的一部手机，专门为照相而生。焦段全、画质清晰、色彩艳丽，即拍即用，无需P图，绝对是喜欢拍照人士的心头好！,5
一直都在用vivo，关注这款手机很久了，终于在活动期间下手了，拍照功能强大的没的说，手感也很不错，素皮后壳上手真的舒服，手机的运行相当的流畅，画面清晰度非常好，音质也不错，就是各个方面都好就对了，好完美！,5
除了耗电量是真的快和发烫整体性能还可以,3
很好质量很好的哦下次回购美观够好很好质量很好的哦下次回购美观够好很好质量很好的哦下次回购美观够好很好质量很好的哦下次回购美观够好,5
还是比较相信京东的，一直在上边购物，配送速度可以，很快收到货物，还没有使用，会先试用看看有没有问题，有问题的话再追评！！！,4
